	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
67	Das welke Blatt Hartleben, Otto Erich	"In ihren Locken haftete ein welkes Blatt,
Als ich mit ihr den alten Berg hernieder stieg
Zum letztenmal, verstohlne Freude war es mir,
Das braune Blatt im wirren braunen Haar zu sehn,
Den stillen Zeugen still genoßner, heiliger Lust,
Und heimlich, glücklich lächelnd schritt ich neben ihr,
Indes ein schwellend Säuseln durch die Kronen ging."	0.0	0.0	0.0	1.0	1.0	0.0	"Das welke Blatt
Hartleben, Otto Erich In ihren Locken haftete ein welkes Blatt,
Als ich mit ihr den alten Berg hernieder stieg
Zum letztenmal, verstohlne Freude war es mir,
Das braune Blatt im wirren braunen Haar zu sehn,
Den stillen Zeugen still genoßner, heiliger Lust,
Und heimlich, glücklich lächelnd schritt ich neben ihr,
Indes ein schwellend Säuseln durch die Kronen ging."	l0030156	JOY#LOVE
111	Natur Henckell, Karl l0070202	"Natur, allheil'ge
Heilende Göttin,
An deinen vollen,
Nährenden Brüsten
Lieg' ich und schlürfe
Milch des Lebens.
Aus deinem Munde
Geht des Windes
Wunderathem
Und löscht mit schnell
Vergang'nen Wetters
Feuchtem Hauch
Der Wangen stürmisch
Aus Herzenstiefen
Steigende Hochgluth.
Deiner Locken
Grüne Fluthen
Wogen rauschend
Über mir,
Und nieder schaut
Dein blaues, klares,
Glänzendes Auge
Wonnig lächelnd.
O, Lebensschauer
Der Weseneinheit,
Verschlung'nes Weben
Des Weltenall's!
Ich seh' es fluthen
In ew'gem Strome,
Ich seh' es wachsen
Zu ew'gem Bau.
Such' ich die Quelle,
So sprüht ein Nebel
Und hüllt den Blick mir,
Und wo begründet,
Des Hauses Pfeiler,
Die Räthselstelle
Ich fand sie nicht.
Und dennoch bet' ich
Voll süßen Grauens
Zu deiner Hoheit,
Mutter Natur
Und schlürfe durstend
An deinen vollen,
Nährenden Brüsten
Milch des Lebens."	1.0	0.0	0.0	1.0	1.0	0.0	"Natur
Henckell, Karl Natur, allheil'ge
Heilende Göttin,
An deinen vollen,
Nährenden Brüsten
Lieg' ich und schlürfe
Milch des Lebens.
Aus deinem Munde
Geht des Windes
Wunderathem
Und löscht mit schnell
Vergang'nen Wetters
Feuchtem Hauch
Der Wangen stürmisch
Aus Herzenstiefen
Steigende Hochgluth.
Deiner Locken
Grüne Fluthen
Wogen rauschend
Über mir,
Und nieder schaut
Dein blaues, klares,
Glänzendes Auge
Wonnig lächelnd.
O, Lebensschauer
Der Weseneinheit,
Verschlung'nes Weben
Des Weltenall's!
Ich seh' es fluthen
In ew'gem Strome,
Ich seh' es wachsen
Zu ew'gem Bau.
Such' ich die Quelle,
So sprüht ein Nebel
Und hüllt den Blick mir,
Und wo begründet,
Des Hauses Pfeiler,
Die Räthselstelle
Ich fand sie nicht.
Und dennoch bet' ich
Voll süßen Grauens
Zu deiner Hoheit,
Mutter Natur
Und schlürfe durstend
An deinen vollen,
Nährenden Brüsten
Milch des Lebens."	l0070202	AGITATION#JOY#LOVE
6773	Kürzeste Nacht Lingg, Hermann l00160198	"In Furcht, dass sich schon hell die Berge schmücken,
Singt schöner jetzt aus thaugenetzter Kehle
Die Nachtigall ihr klagendes Entzücken;"	1.0	0.0	1.0	0.0	0.0	0.0	"Kürzeste Nacht
Lingg, Hermann Noch sprüht des längsten Tages warme Quelle
Lebendig fort, es wagen sich verstohlen
Die Träume nur, und nur mit scheuen Sohlen
Die Stern auf dieser Nacht saphirne Schwelle. Kaum sank der Abend in die Dämmerwelle,
Da sucht ihn schon der Morgen einzuholen,
Kaum öffnen ihren Kelch die Nachtviolen,
Da hebt die Sonnenblume sich zur Helle. In Furcht, dass sich schon hell die Berge schmücken,
Singt schöner jetzt aus thaugenetzter Kehle
Die Nachtigall ihr klagendes Entzücken;"	l00160198	AGITATION#FEAR
5402	Nixenkönigs Trost Oswalt, Kurt	"Nur Bolla blieb zurück am Strand,
Zum Trost für die verlassnen Kleinen;
Sie legte betend Hand in Hand,
Und mußte selbst herzinnig weinen."	0.0	0.0	1.0	1.0	0.0	1.0	"Sie tummeln froh auf grünem Plan,
Feldblumen winden sie zum Kranze,
Und lassen sich gar herzig an
Und reihen sich zum Ringeltanze. Da sieh — der Nixenkönig hold
Beginnet aus der Flut zu steigen,
Er rührt der Harfe Zaubergold
Frohlockend zu der Kinder Reigen. Keck trat der Knabe Nils herzu,
Und rief mit spöttischen Geberden:
„Geh', alter Nix! Was willst denn du?
Du kannst ja nimmer selig werden!“ Da füllt' ein Weheruf die Luft,
Die Saiten hört man springend gällen;
Wie eine Leiche in die Gruft,
So sank der Nix in dunkle Wellen. Die Nixenkinder hielten sich
In unbewußter Furcht umschlungen,
Und weinten laut und bitterlich;
Die andern sind voll Angst entsprungen. Nur Bolla blieb zurück am Strand,
Zum Trost für die verlassnen Kleinen;
Sie legte betend Hand in Hand,
Und mußte selbst herzinnig weinen."	l0020120	FEAR#JOY#SADNESS
2722	Frühlingsgesang Millenkovics, Stephan von [Pseud. Milow, Stephan]	"Ich wandle sinnend, lenzumfangen,
Und schaue in die Weiten aus,
Entflohn dem Treiben, Drängen, Bangen,
Entflohn des lauten Tags Gebraus."	0.0	0.0	1.0	0.0	0.0	0.0	"Frühlingsgesang
Millenkovics, Stephan von [Pseud. Milow, Stephan] Ich wandle sinnend, lenzumfangen,
Und schaue in die Weiten aus,
Entflohn dem Treiben, Drängen, Bangen,
Entflohn des lauten Tags Gebraus."	l00160222	FEAR
6098	Der edle Stein Waldow, Hermann	"Gleich jenem edlen Steine faß, o Herz,
Der Freude Strahlen eng in dir zusammen,
Die dir in sonnenhellen Tagen flammen,
Als Talismann, droht Sorge dir und Schmerz;
Als Talismann, der trotz des Winters Macht
Dein Leben schmückt mit Lenz und Blütenpracht —"	0.0	0.0	0.0	1.0	0.0	1.0	"Der edle Stein
Waldow, Hermann Ich hörte jüngst von einem edlen Steine,
Der kühn gewonnen aus der Erde Schacht
Und von dem Strahl der Sonne angelacht,
Die Strahlen alle eng in sich vereine;
Der, wenn sich auf die Fluren, auf die Haine
Mit ihren Schleiern niedersenkt die Nacht,
Ausströmt sein Licht in wunderbarer Pracht,
Verklärend alles rings mit mildem Scheine. — Gleich jenem edlen Steine faß, o Herz,
Der Freude Strahlen eng in dir zusammen,
Die dir in sonnenhellen Tagen flammen,
Als Talismann, droht Sorge dir und Schmerz;
Als Talismann, der trotz des Winters Macht
Dein Leben schmückt mit Lenz und Blütenpracht —"	l00130320	JOY#SADNESS
52	Lieder an Liane Hoechstetter, Sophie	"Nacht ist um uns, die bange
Lautlos sinkende Nacht —
Sie hat nach verblassendem Leide
Erlöstes Sehnen gebracht.
Greift dir ihr Schweigen an dein Herz?
Zieht es dich leise erdenwärts — —
Am Himmel — fern
Löst sich ein blasser Funken,
Ein Augenblick
Er ist im All versunken.
Ein Wunsch flammt auf,
Ein Wunsch — so heiß,
Ein Wunsch, der letzter Liebe Preis.
In deine Arme laß mich sinken,
In deiner Liebe laß mich ertrinken,
Gib mir doch ganz,
Gib mir den Glanz
Von Erdenglück:
Unser letztes Geschick — —
Nicht fort —
Komm — kein Wort,
Kein Wort durchbreche die Stille."	1.0	0.0	1.0	1.0	1.0	1.0	"Du sollst an meiner Mutter stillem Herd
Die alten lieben, guten Worte hören,
Die alten Worte, die das Herz betören:
Von Heimatglück, von fernen Zeiten,
Von müden, lang erblaßten Leiden,
Die uns noch rühren. Du sollst in meiner Mutter Gartenland
Die kleinen, bunten Blumen pflücken,
Die überfallend nach dem Steig sich bücken,
Die roten Rosen, die dort einsam blühen
Und erglühen
Für dich allein. Du sollst in meiner Mutter altem Haus
Die Liebe nehmen, die ich holen will
Aus meiner Seele Tiefe und dir still
Zu Füßen legen, bis der letzte Tag
Uns kommen mag
In diesem Leben. Du sollst in meiner Mutter Heimatdorf
Die Einsamkeit und frühes Leid vergessen
Und allen Kummer, den du je ermessen —
Weil ich dich führen will und lächelnd tragen
Mit stolzem Wagen
Zu unserm letzten Glück. Du sollst in meiner Mutter Hochzeitskleid
Von weicher, weißer, weiter Schimmerseide,
Die ein Symbol der Freude für uns beide,
Das liebe gute Wort mir geben,
Das mein Leben
Mit dir vereint. Nacht ist um uns, die bange
Lautlos sinkende Nacht —
Sie hat nach verblassendem Leide
Erlöstes Sehnen gebracht.
Greift dir ihr Schweigen an dein Herz?
Zieht es dich leise erdenwärts — —
Am Himmel — fern
Löst sich ein blasser Funken,
Ein Augenblick
Er ist im All versunken.
Ein Wunsch flammt auf,
Ein Wunsch — so heiß,
Ein Wunsch, der letzter Liebe Preis.
In deine Arme laß mich sinken,
In deiner Liebe laß mich ertrinken,
Gib mir doch ganz,
Gib mir den Glanz
Von Erdenglück:
Unser letztes Geschick — —
Nicht fort —
Komm — kein Wort,
Kein Wort durchbreche die Stille."	l00140053	AGITATION#FEAR#JOY#LOVE#SADNESS
6717	Der Väter werth Henckell, Karl	"Vom Himmel rauscht gewaltig
Ein wundersames Lied,
Ein Ahnen vielgestaltig
Durch meine Seele zieht.
Wie Adlerschwingen klingt es,
Wie sturmdurchbrauster Wald,
Wie Jubelhymnen singt es:
Was Du ersehnt, kommt bald!"	0.0	0.0	0.0	1.0	1.0	0.0	"Der Väter werth
Henckell, Karl Vom Himmel rauscht gewaltig
Ein wundersames Lied,
Ein Ahnen vielgestaltig
Durch meine Seele zieht.
Wie Adlerschwingen klingt es,
Wie sturmdurchbrauster Wald,
Wie Jubelhymnen singt es:
Was Du ersehnt, kommt bald!"	l0070206	JOY#LOVE
250	Mondscheinfahrt Remer, Paul l0040494	"„Herr, laß mich zu dir kommen!“
die bange Seele schreit —"	0.0	0.0	1.0	0.0	0.0	0.0	"Mondscheinfahrt
Remer, Paul Im blauen Mondlicht gleitet
mein stummer dunkler Kahn
und furcht durch das stille Wasser
eine glitzernde Silberbahn. Und trägt meine bange Seele
in Glanz und Ewigkeit —
Die Ufer sacht versinken
wie fernes Erdenleid. Aus Mond- und Sternenschimmer
webt sich ein Schatten licht,
von goldenen Strahlen umflossen
ein Heilandsangesicht. Und leuchtende Hände senken
sich nieder aus der Höh,
und leuchtende Füße schreiten
über den schauernden See. „Herr, laß mich zu dir kommen!“
die bange Seele schreit —"	l0040494	FEAR
1822	Freude! Freude! Schüler, Gustav	"So kommt und jauchzt! Das ist des Lebens Sinn.
Denn Angst und Gram und Weinen taugt zu nichts.
Gebt wie ein wunschlos Kind die Seele hin:
So spielt ihr euch hinein ins Meer des Lichts."	0.0	0.0	1.0	1.0	0.0	1.0	"Freude! Freude!
Schüler, Gustav So kommt und jauchzt! Das ist des Lebens Sinn.
Denn Angst und Gram und Weinen taugt zu nichts.
Gebt wie ein wunschlos Kind die Seele hin:
So spielt ihr euch hinein ins Meer des Lichts."	l0030399	FEAR#JOY#SADNESS
4559	Laurella Heyse, Paul l00160140	"Was wirst du nur so zornig roth,
Lachen die Bursche, die frechen?
Warum erschrickst du bis in den Tod,
Hörst du von Liebe sprechen?"	0.0	1.0	1.0	1.0	1.0	0.0	"Laurella
Heyse, Paul Du bist noch wild, du bist noch scheu,
Nur von der Mutter gezähmt,
Du weisst noch nichts von Lieb und Treu,
Was Menschen entzückt und grämt. Du lässest dein Haar in die Stirne wehn
Und tief deine Wimper sich senken.
Kein Mann, kein Mädchen soll erspähn,
Was deine Augen sich denken. Was beissest du in die Orangenfrucht
Mit weissen Zähnen so heftig?
Was wirfst du den Arm in des Tanzes Flucht
Um des Schwesterchens Leib so kräftig? Was wirst du nur so zornig roth,
Lachen die Bursche, die frechen?
Warum erschrickst du bis in den Tod,
Hörst du von Liebe sprechen?"	l00160140	ANGER#FEAR#JOY#LOVE
1726	Die einsame Tanne Kaufmann, Alexander l00130182	"Die Tanne hört von allem nichts,
Sie sieht die Au'n sich weiten,
Sie schaut der Wälder wogend Meer
Sich über die Lande breiten."	0.0	1.0	0.0	0.0	0.0	0.0	"Die einsame Tanne
Kaufmann, Alexander Die Tanne ragt so hoch und stolz —
Die Sträucher kichern und schwätzen,
Sie haben am stolzen Tannenbaum
Gar vieles auszusetzen. Die Tanne hört von allem nichts,
Sie sieht die Au'n sich weiten,
Sie schaut der Wälder wogend Meer
Sich über die Lande breiten."	l00130182	ANGER
2929	Weißt du noch? Prutz, Robert	"Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	0.0	1.0	1.0	0.0	1.0	1.0	"Weißt du noch?
Prutz, Robert Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	l0080399	ANGER#FEAR#LOVE#SADNESS
3644	Der Dämon Stern, Maurice Reinhold von [alt. Stern, Maurice von; Stern, Maurice-Reinhold von]	"Verflucht, ihr Sonnen und Sterne!
Du blauende Ferne!!
Was äfft ihr den wachen, träumenden Geist
Mit Bildern, die doch ein Hauch zerreißt!
Dies ganze bunte Bilderbuch
Ist ein Trug.
Das atmende Meer im Morgenlicht,
Das kenne ich nicht.
Der Frühhauch, der perlend die Flut überläuft,
Der Glanz, den der Äther herniederträuft,
Die Wärme, das lachende Himmelszelt, —
Lüge, Lüge die ganze Welt!
Und echt nur die Qual, und echt nur die Qual,
Der Schrei, der durch Ewigkeiten sich stahl
Aus unendlichem Weltenweh erdenwärts
In das fühlende, schuldige Menschenherz,
Das nun, ein Echo der leidenden Zeit,
Die Qual widertönt der Ewigkeit.
O, wie ich sie hasse, die prahlende Kraft,
Die spielerisch Welten aus Träumen schafft
Und gaukelnd den hungernden Menschengeist
Mit gleißnerischen Symbolen speist!
Ermattet bin ich, die Flügel so schwer,
Und dennoch schwing' ich mich über das Meer
Und schlage die schwarzen Flügel voll Hohn
Um ihren erlogenen Sonnenthron.
Und schau, den du Gott den Allmächtigen nennst,
Er fürchtet sich vor dem vergrämten Gespenst!"	0.0	1.0	1.0	1.0	0.0	1.0	"Der Dämon
Stern, Maurice Reinhold von [alt. Stern, Maurice von; Stern, Maurice-Reinhold von] Verflucht, ihr Sonnen und Sterne!
Du blauende Ferne!!
Was äfft ihr den wachen, träumenden Geist
Mit Bildern, die doch ein Hauch zerreißt!
Dies ganze bunte Bilderbuch
Ist ein Trug.
Das atmende Meer im Morgenlicht,
Das kenne ich nicht.
Der Frühhauch, der perlend die Flut überläuft,
Der Glanz, den der Äther herniederträuft,
Die Wärme, das lachende Himmelszelt, —
Lüge, Lüge die ganze Welt!
Und echt nur die Qual, und echt nur die Qual,
Der Schrei, der durch Ewigkeiten sich stahl
Aus unendlichem Weltenweh erdenwärts
In das fühlende, schuldige Menschenherz,
Das nun, ein Echo der leidenden Zeit,
Die Qual widertönt der Ewigkeit.
O, wie ich sie hasse, die prahlende Kraft,
Die spielerisch Welten aus Träumen schafft
Und gaukelnd den hungernden Menschengeist
Mit gleißnerischen Symbolen speist!
Ermattet bin ich, die Flügel so schwer,
Und dennoch schwing' ich mich über das Meer
Und schlage die schwarzen Flügel voll Hohn
Um ihren erlogenen Sonnenthron.
Und schau, den du Gott den Allmächtigen nennst,
Er fürchtet sich vor dem vergrämten Gespenst!"	l0090051	ANGER#FEAR#JOY#SADNESS
101	Ich glaube an Alles noch nie Gesagte Rilke, Rainer Maria [alt. Rilke, Rainer-Maria]	"Ist das vermessen, mein Gott, vergieb.
Aber ich will dir damit nur sagen:
Meine beste Kraft soll sein wie ein Trieb,
so ohne Zürnen und ohne Zagen;
so haben dich ja die Kinder lieb."	0.0	1.0	1.0	0.0	1.0	0.0	"Ich glaube an Alles noch nie Gesagte
Rilke, Rainer Maria [alt. Rilke, Rainer-Maria] Ich glaube an Alles noch nie Gesagte.
Ich will meine frömmsten Gefühle befrein.
Was noch keiner zu wollen wagte,
wird mir einmal unwillkürlich sein. Ist das vermessen, mein Gott, vergieb.
Aber ich will dir damit nur sagen:
Meine beste Kraft soll sein wie ein Trieb,
so ohne Zürnen und ohne Zagen;
so haben dich ja die Kinder lieb."	l00180128	ANGER#FEAR#LOVE
4913	Im Eisenhammer Marx, Friedrich	"Ist's auf dem Thron der Unterwelt
Fürst Pluto, ist's der Böse?
Hu, wie das zischt und pfeift und gellt,
Auf dass ein Fluch sich löse!
O komm, des Wassers Segensmacht,
Wie himmlisches Verzeihen,
Aus dieser Hölle Feuerschacht
Die Geister zu befreien!"	0.0	0.0	1.0	0.0	0.0	0.0	"Im Eisenhammer
Marx, Friedrich Ein Knabe war ich, wild und froh,
Entflohn der dunklen Kammer,
Da ging's im sausenden Halloh
Hinab zum Eisenhammer.
Die Sterne leuchteten zu schön
Noch über Alpenjochen,
Das Thal erfüllte mit Gedröhn
Der Hämmer dumpfes Pochen. Da stand ich in der Öfen Schein,
Blaugelbe Höllen flammten;
Die Bälge schnaubten, stöhnten drein,
Wie Ächzen der Verdammten.
Gigantisch an der Bretterwand
Der Hütte war, o Grauen,
Im hellen Schein, der kam und schwand,
Ein Schattenbild zu schauen! Ist's auf dem Thron der Unterwelt
Fürst Pluto, ist's der Böse?
Hu, wie das zischt und pfeift und gellt,
Auf dass ein Fluch sich löse!
O komm, des Wassers Segensmacht,
Wie himmlisches Verzeihen,
Aus dieser Hölle Feuerschacht
Die Geister zu befreien!"	l00160218	FEAR
