	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
6176	Die Rose Stolle, Ferdinand l0080536	"Und als die Nachtigall geendet
Im Lindenbaum ihr schönstes Lied,
Da ist in heil'ger Morgenstunde
Die rothe Rose aufgeblüht."	0.0	0.0	0.0	0.0	0.0	0.0	"Die Rose
Stolle, Ferdinand Und als die Nachtigall geendet
Im Lindenbaum ihr schönstes Lied,
Da ist in heil'ger Morgenstunde
Die rothe Rose aufgeblüht."	l0080536	NONE
7781	Rath Böttger, Adolf	"Mit einer Seele, die Dich liebt,
Erhaben über Menschenstreit,
Genieße, was die Erde giebt,
In seliger Verborgenheit."	0.0	0.0	0.0	1.0	1.0	0.0	"Rath
Böttger, Adolf Was Dich erfreut, was Dich bewegt,
Verschließ' es treu in Deiner Brust,
Der scheelen Blicke Neid erregt
Des Frohsinns blumenheitre Lust. Das Herz, von Liebe still umhegt,
Treibt Blüth' und Früchte fort und fort,
Die keines Wetters Blitz zerschlägt,
Die keine Sommerschwüle dorrt. Mit einer Seele, die Dich liebt,
Erhaben über Menschenstreit,
Genieße, was die Erde giebt,
In seliger Verborgenheit."	l0080069	JOY#LOVE
939	Erlebnis Hofmannsthal, Hugo von [Pseud. Loris]	"Aber seltsam!
Ein namenloses Heimweh weinte lautlos
In meiner Seele nach dem Leben, weinte
Wie einer weint, wenn er auf großem Seeschiff
Mit gelben Riesensegeln gegen Abend
Auf dunkelblauem Wasser an der Stadt,
Der Vaterstadt vorüberfährt. Da sieht er
Die Gassen, hört die Brunnen rauschen, riecht
Den Duft der Fliederbüsche, sieht sich selber
Ein Kind am Ufer stehn, mit Kindesaugen,
Die ängstlich sind und weinen wollen, sieht
Durchs offne Fenster Licht in seinem Zimmer —
Das große Seeschiff aber trägt ihn weiter,
Auf dunkelblauem Wasser lautlos gleitend
Mit gelben, fremdgeformten Riesensegeln."	0.0	0.0	1.0	0.0	1.0	1.0	"Erlebnis
Hofmannsthal, Hugo von Mit silbergrauem Dufte war das Tal
Der Dämmerung erfüllt, wie wenn der Mond
Durch Wolken sickert. Doch es war nicht Nacht.
Mit silbergrauem Duft des dunkeln Tales
Verschwammen meine dämmernden Gedanken,
Und still versank ich in dem webenden
Durchsicht'gen Meere und verließ das Leben.
Wie wunderbare Blumen waren da,
Mit Kelchen dunkelglühend! Pflanzendickicht,
Durch das ein gelbrot Licht wie von Topasen
In warmen Strömen drang und glomm. Das Ganze
War angefüllt mit einem tiefen Schwellen
Schwermütiger Musik. Und dieses wußt' ich,
Obgleich ich's nicht begreife, doch ich wußt' es:
Das ist der Tod. Der ist Musik geworden,
Gewaltig sehnend, süß und dunkelglühend,
Verwandt der tiefsten Schwermut. Aber seltsam!
Ein namenloses Heimweh weinte lautlos
In meiner Seele nach dem Leben, weinte
Wie einer weint, wenn er auf großem Seeschiff
Mit gelben Riesensegeln gegen Abend
Auf dunkelblauem Wasser an der Stadt,
Der Vaterstadt vorüberfährt. Da sieht er
Die Gassen, hört die Brunnen rauschen, riecht
Den Duft der Fliederbüsche, sieht sich selber
Ein Kind am Ufer stehn, mit Kindesaugen,
Die ängstlich sind und weinen wollen, sieht
Durchs offne Fenster Licht in seinem Zimmer —
Das große Seeschiff aber trägt ihn weiter,
Auf dunkelblauem Wasser lautlos gleitend
Mit gelben, fremdgeformten Riesensegeln."	l0030203	FEAR#LOVE#SADNESS
4221	Erlösung Falckenberg, Otto l0040150	In meiner Seele ist das letzte Licht verglommen.	0.0	0.0	0.0	0.0	0.0	1.0	"Erlösung
Falckenberg, Otto Nacht um uns her.
Du schläfst an meiner Seite,
und zwischen uns ein uferloses Meer
von ungesprochenem Schmerz.
Ich horche durch die grauenvolle Weite,
ob nicht mit einem vollen Schlag dein Herz
in meine Einsamkeit herüberklingt,
ob nicht die goldene Saite schwingt,
von der ich oft den einen Ton vernommen,
der leis verzitternd mich in Schlummer sang.
Ich lausche bang. In meiner Seele ist das letzte Licht verglommen."	l0040150	SADNESS
532	Der jungen Mutter Wiegenlied Holzamer, Wilhelm	"Und leise klinkt die Thür. — Sacht, sacht
Singst du dein Liedchen weiter.
Und unbemerkt zur Wiege tritt
Der Ernst, der rauhe Begleiter."	0.0	0.0	0.0	1.0	0.0	1.0	"Der jungen Mutter Wiegenlied
Holzamer, Wilhelm Ich sehe eine weiße Hand
Zu neuem Glück dich laden,
Und dankbar Herz und Sinne sich
In seinen Freuden baden. Ich hör ein fein lieb zärtlich Lied
Leis dir vom Munde rinnen,
Und weiterklingend hoffnungsfroh
Viel goldne Fäden spinnen. Und leise klinkt die Thür. — Sacht, sacht
Singst du dein Liedchen weiter.
Und unbemerkt zur Wiege tritt
Der Ernst, der rauhe Begleiter."	l00170112	JOY#SADNESS
5108	1917 WALTER HASENCLEVER l00300211	"Tritt mit der Posaune des Jüngsten Gerichts
Hervor, o Mensch, aus tobendem Nichts!"	1.0	0.0	0.0	0.0	0.0	0.0	"Empfange die ungeliebte Qual
Aller Verstoßnen in diesem Mal. Ein letztes Aug, das am Äther trinkt,
Den Ruf, der in Verdammnis sinkt; Die brennende Wildnis der schreienden Luft,
Den rohen Stoß in die kalte Gruft. Wenn etwas in deiner Seele bebt,
Das dies Grauen noch überlebt, So laß es wachsen, auferstehn
Zum Sturm, wenn die Zeiten untergehn. Tritt mit der Posaune des Jüngsten Gerichts
Hervor, o Mensch, aus tobendem Nichts!"	l00300211	AGITATION
4550	Das schwarze Lachen Isemann, Bernd l00190023	"Das Lachen aus schwarzen Zähnen
hat mich getroffen.
Da lag mein Allerinnerstes offen.
Auf meine Schmerzen, die geheimsten Tränen,
die dem Glück entgegenschrien,
hat die Welt gespien.
Wo flüchte ich mein Liebstes hin?"	1.0	0.0	0.0	0.0	1.0	1.0	"Das schwarze Lachen
Isemann, Bernd Das Lachen aus schwarzen Zähnen
hat mich getroffen.
Da lag mein Allerinnerstes offen.
Auf meine Schmerzen, die geheimsten Tränen,
die dem Glück entgegenschrien,
hat die Welt gespien.
Wo flüchte ich mein Liebstes hin?"	l00190023	AGITATION#LOVE#SADNESS
8033	Frühlingsladung Jahn, Hermann Eduard	"Rings Frühlingslust und Frühlingspracht
In Haide, Moor und Hain;
Vorbei, vorbei des Winters Nacht,
Der Lenz, der Lenz ist aufgewacht,
Springt in die Welt hinein. —
Die Vöglein singen: Komm zu mir!
Die Blumen duften: Komm zu mir!
O komm zu mir, mein Lieb!"	0.0	0.0	0.0	1.0	1.0	0.0	"Frühlingsladung
Jahn, Hermann Eduard Rings Frühlingslust und Frühlingspracht
In Haide, Moor und Hain;
Vorbei, vorbei des Winters Nacht,
Der Lenz, der Lenz ist aufgewacht,
Springt in die Welt hinein. —
Die Vöglein singen: Komm zu mir!
Die Blumen duften: Komm zu mir!
O komm zu mir, mein Lieb!"	l00130423	JOY#LOVE
6339	Des Juden Rache Mund, Karl	"Horch, da tönen polternd schwere Tritte,
Und die mürbe Stiege draußen knarret,
Aufgerissen wird des Schülers Thüre:
Vier Genossen schleppen, bleich und bebend
Mit verwirrtem Haar, verstörten Mienen,
Eingehüllt in des Talares Falten
Einen schweren Körper in das Zimmer.
Auf vom Pulte springt entsetzt der Schüler,
Blut'ge Tropfen sickern durch die Hülle,
Unter ihr ächzt eines Menschen Stimme.
„Was beginnt ihr, theuere Genossen?“,"	0.0	0.0	1.0	0.0	0.0	1.0	"Sinnt der Schüler einsam über'm Talmud,
Dessen heil'ge Überlieferungen
Ihm der Synagoge weiser Rabbi
Glüh'nder Rede hatte ausgedeutet.
Süßen Nachklang immer noch im Herzen,
Blättert träumrischer in der Gomora,
Wendet in der Mischna er die Blätter.
Doch die Seele weilt in andern Sphären,
Diese hängt noch an des Rabbi Lippen,
Diese bebt noch von der hohen Rede,
Die der bärtige Israelite
Gramerfüllten Herzens vom Katheder
Über die Verfolgung seines Stammes
Den gerührten Schülern vorgetragen. — Und der Schüler in dem stillen Zimmer
Weiß nicht, wie die Stunden ihm verrinnen,
Weiß nicht, wie die Nacht schon niederdunkelt,
Und die Sterne hell und höher aufgehn. Siehe, durch die trüben Fensterscheiben
Von der Gasse kommt ein rother Schimmer
Langsam, ob an einer dunkeln Mauer
Hell ein Lichterglanz vorüberzittert.
Weiß der Schüler wohl, was das bedeutet;
Nahe wohnet er dem Judenkirchhof,
Nur zu dieser mitternächt'gen Stunde
Darf die Juden heimlich man bestatten. Nieder blickt der Schüler auf den Talmud;
Nieder tropfet eine schwere Thräne,
Als die unten auf der öden Gasse
Lautlos mit der Bruderleiche wandeln;
Und im heißen Schmerz ruft er die Worte:
„Gott ist Gott der Christen wie der Juden!
Herr Herr Zebaoth, wo ist dein Antlitz,
Das du zürnend wendest von den Deinen?
Wo dein starker Arm, daß er uns helfe?
Ausgestreut in aller Welten Länder
Juda's Same! Wie vor'm Windstoß flüchtet
Eine Wolke Sandstaubs in der Wüste,
Hin- und hergewirbelt, nimmer ruhend —
Alles flieht vor ihm, dem Selbstentflohnen —
Also soll das Volk des Herrn verderben?“ Gramversunken, rathlos saß der Jude,
Überdenkend seines Volkes Schicksal,
Fühlend, wie noch nie, die große Bürde,
Diesem Volk, geknechtet, fluchbelastet,
Seinen dorn'gen Pfad voranzugehen.
Nächtelang schon hatte er verweinet,
Hatte Kraft vom Herrn sich heiß erflehet;
Doch die Bitterkeit, die Arglist und die
Wilde Schmähsucht derer, die gekreuzigt
Achten ihren Heiland durch die Juden,
Drückten seine Seele schwer darnieder,
Und sie rang vergeblich oft nach Fassung. Horch, da tönen polternd schwere Tritte,
Und die mürbe Stiege draußen knarret,
Aufgerissen wird des Schülers Thüre:
Vier Genossen schleppen, bleich und bebend
Mit verwirrtem Haar, verstörten Mienen,
Eingehüllt in des Talares Falten
Einen schweren Körper in das Zimmer.
Auf vom Pulte springt entsetzt der Schüler,
Blut'ge Tropfen sickern durch die Hülle,
Unter ihr ächzt eines Menschen Stimme.
„Was beginnt ihr, theuere Genossen?“,"	l0020115	FEAR#SADNESS
6763	Liebe deine Kinder Schefer, Leopold	"Geh' fleißig um mit deinen Kindern! Habe
Sie Tag und Nacht um dich, und liebe sie
Und laß dich lieben einzig schöne Jahre;
Denn nur den engen Traum der Kindheit sind
Sie dein, nicht länger! Mit der Jugend schon
Durchschleicht sie Vieles bald — was du nicht bist,
Und lockt sie Mancherlei — was du nicht hast,
Erfahren sie von einer alten Welt,
Die ihren Geist erfüllt; die Zukunft schwebt
Nun ihnen vor. So geht die Gegenwart
Verloren. Mit dem Wandertäschchen dann,
Voll Nöthigkeiten zieht der Knabe fort.
Du siehst ihm weinend nach, bis er verschwindet,
Und nimmer wird er wieder dein! Er kehrt
Zurück, er liebt, er wählt der Jungfrau'n eine,
Er lebt! Sie leben, Andre leben auf
Aus ihm — du hast nun einen Mann an ihm,
Hast einen Menschen — aber mehr kein Kind!
Die Tochter bringt vermählt dir ihre Kinder
Aus Freude gern noch manchmal in dein Haus!
Du hast die Mutter, aber mehr kein Kind. —
Geh fleißig um mit deinen Kindern! Habe
Sie Tag und Nacht um dich, und liebe sie
Und laß dich lieben einzig schöne Jahre!"	0.0	0.0	0.0	1.0	1.0	1.0	"Liebe deine Kinder
Schefer, Leopold Geh' fleißig um mit deinen Kindern! Habe
Sie Tag und Nacht um dich, und liebe sie
Und laß dich lieben einzig schöne Jahre;
Denn nur den engen Traum der Kindheit sind
Sie dein, nicht länger! Mit der Jugend schon
Durchschleicht sie Vieles bald — was du nicht bist,
Und lockt sie Mancherlei — was du nicht hast,
Erfahren sie von einer alten Welt,
Die ihren Geist erfüllt; die Zukunft schwebt
Nun ihnen vor. So geht die Gegenwart
Verloren. Mit dem Wandertäschchen dann,
Voll Nöthigkeiten zieht der Knabe fort.
Du siehst ihm weinend nach, bis er verschwindet,
Und nimmer wird er wieder dein! Er kehrt
Zurück, er liebt, er wählt der Jungfrau'n eine,
Er lebt! Sie leben, Andre leben auf
Aus ihm — du hast nun einen Mann an ihm,
Hast einen Menschen — aber mehr kein Kind!
Die Tochter bringt vermählt dir ihre Kinder
Aus Freude gern noch manchmal in dein Haus!
Du hast die Mutter, aber mehr kein Kind. —
Geh fleißig um mit deinen Kindern! Habe
Sie Tag und Nacht um dich, und liebe sie
Und laß dich lieben einzig schöne Jahre!"	l0080470	JOY#LOVE#SADNESS
7925	Fern und Nah Bartsch, Karl	"Und ob in nachbarlichen Wänden,
Wie nahgestellt zu Freud' und Leid,
Sich auch zwei Menschenherzen fänden,
Die ewig finstrer Haß entzweit:
Die Herzen sind sich ewig ferne,
Geschieden wie durch Himmelssterne."	0.0	1.0	0.0	1.0	1.0	1.0	"Fern und Nah
Bartsch, Karl Es reißen Erde nicht noch Meere,
Es reißet nicht des Grabes Schoß,
Ja nicht des Himmels lichte Sphäre
Zwei Herzen voneinander los,
Die sich in inniger Liebe Banden
Für ewig, ewig eins empfanden. Und ob in nachbarlichen Wänden,
Wie nahgestellt zu Freud' und Leid,
Sich auch zwei Menschenherzen fänden,
Die ewig finstrer Haß entzweit:
Die Herzen sind sich ewig ferne,
Geschieden wie durch Himmelssterne."	l00130041	ANGER#JOY#LOVE#SADNESS
1569	Von denen vier Temperamentis Hoffmann, Heinrich [Pseud. Fallersleben, Hoffmann von; alt. Fallersleben, August Heinrich Hoffmann von]	"Dann werd' ich ein Cholericus,
Daß jeder drob erschrecken muß:
Ich tob', ich lärm', ich fluch' ohn' End'
Potztausendhimmelsapperment!
Hab' einen frischen freien Muth,
Biet' an mein Gut und junges Blut,
Will ziehn weit über Land und Meer,
Wenn's gilt für deutsches Volk und Ehr'."	0.0	1.0	1.0	0.0	0.0	0.0	"Von denen vier Temperamentis
Hoffmann, Heinrich Ich bin ein Melancholicus,
Bin immer ernst und voll Verdruß:
Die Welt dünkt mich ein wüstes Haus
Voll Sorg' und Noth und Gram und Graus;
Hab' weder Lust an Tanz noch Spiel,
Des Zechens acht' ich auch nit viel;
Ich esse nur, ich trinke nur,
Weil's haben will menschlich Natur. Drauf werd' ich ein Sanguinicus,
Der Alles, Alles lieben muß;
Die rosinfarben Wängelein,
Die ehr' ich mehr denn Gold und Wein.
Ich pfeif' und hüpf', ich sing' und tanz',
Ich seh', daß ich behalt' die Schanz';
Und mach' allzeit ein froh Gesicht
Und zaudre bei dem Trunke nicht. Dann werd' ich ein Cholericus,
Daß jeder drob erschrecken muß:
Ich tob', ich lärm', ich fluch' ohn' End'
Potztausendhimmelsapperment!
Hab' einen frischen freien Muth,
Biet' an mein Gut und junges Blut,
Will ziehn weit über Land und Meer,
Wenn's gilt für deutsches Volk und Ehr'."	l00200072	ANGER#FEAR
6876	„Täubchen, das...“ Lasker-Schüler, Else l0030250	"Mein Herz ist die tote Mutter,
Und meine Augen sind traurige Kinder,
Die über die Lande gehen."	0.0	0.0	0.0	0.0	0.0	1.0	"„Täubchen, das...“
Lasker-Schüler, Else „Täubchen, das in seinem eignen Blute schwimmt.“ Als ich also diese Worte an mich las,
Erinnerte ich mich
Tausend Jahre meiner. Eisige Zeiten verschollen — Leben vom Leben,
Wo liegt mein Leben —
Und träumt nach meinem Leben. Ich lag allen Tälern im Schoß,
Umklammerte alle Berge,
Aber nie meine Seele wärmte mich. Mein Herz ist die tote Mutter,
Und meine Augen sind traurige Kinder,
Die über die Lande gehen."	l0030250	SADNESS
2482	Die Rechte der Frauen Leo, Friedrich August l00130439	"Das ist des Kampfes Ziel! Ihr werdet siegen,
Doch müßt ihr brechen mit verwegnen Plänen,
Die euch in Träume künft'ger Größe wiegen:
Ihr dürft nach außen nicht zu herrschen wähnen!
Wollt ihr wie Icarus zur Sonne fliegen,
So seht des Abgrunds Tiefe drohend gähnen!
Am Staate nicht, am Herde sollt ihr bauen,
Dort ist die Grenze für das Recht der Frauen!"	0.0	0.0	0.0	0.0	0.0	1.0	"Die Rechte der Frauen
Leo, Friedrich August Ihr wollt der Freiheit eine Gasse machen,
Sie soll erlösend ihre Fahne schwingen;
Ihr kämpft voll Mut für euch, fürs Recht der Schwachen,
Und wollt das Recht zum Schaffen euch erzwingen!
Geht kühn voran; Georg bezwang den Drachen,
Und so auch werdet ihr den Sieg erringen;
So manche Geistesschlacht wird jetzt geschlagen —
Nicht für die Starken nur soll Freiheit tagen! Wie edel ist das Ziel, für das ihr streitet!
Nicht träge Lust, nicht üppiges Behagen
Wird durch den Sieg euch Kämpfenden bereitet:
Ihr strebt nach ernsten, mühevollen Tagen!
Fürwahr, ein edler Stolz ist's, der euch leitet,
Auf schwachen Schultern schwere Last zu tragen;
Ihr habt den Fluch voll Segen nicht vergessen:
Im Schweiß des Angesichts das Brot zu essen! Ihr wollt für euch das edle Recht, am Leben,
An seinen Zielen eure Kraft zu messen:
Auch ihr seid schaffensfroh, auch ihr wollt streben,
Ihr wollt nicht träg' und müßig ruhn, indessen
Die Männer rastlos an dem Webstuhl weben,
Sie, die bisher dies Recht allein besessen!
Euch soll es schützen vor des Hungers Zähnen,
Und eure Unschuld vor der Reue Thränen! Das ist des Kampfes Ziel! Ihr werdet siegen,
Doch müßt ihr brechen mit verwegnen Plänen,
Die euch in Träume künft'ger Größe wiegen:
Ihr dürft nach außen nicht zu herrschen wähnen!
Wollt ihr wie Icarus zur Sonne fliegen,
So seht des Abgrunds Tiefe drohend gähnen!
Am Staate nicht, am Herde sollt ihr bauen,
Dort ist die Grenze für das Recht der Frauen!"	l00130439	SADNESS
2929	Weißt du noch? Prutz, Robert	"Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	0.0	1.0	1.0	0.0	1.0	1.0	"Weißt du noch?
Prutz, Robert Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	l0080399	ANGER#FEAR#LOVE#SADNESS
6098	Der edle Stein Waldow, Hermann	"Gleich jenem edlen Steine faß, o Herz,
Der Freude Strahlen eng in dir zusammen,
Die dir in sonnenhellen Tagen flammen,
Als Talismann, droht Sorge dir und Schmerz;
Als Talismann, der trotz des Winters Macht
Dein Leben schmückt mit Lenz und Blütenpracht —"	0.0	0.0	0.0	1.0	0.0	1.0	"Der edle Stein
Waldow, Hermann Ich hörte jüngst von einem edlen Steine,
Der kühn gewonnen aus der Erde Schacht
Und von dem Strahl der Sonne angelacht,
Die Strahlen alle eng in sich vereine;
Der, wenn sich auf die Fluren, auf die Haine
Mit ihren Schleiern niedersenkt die Nacht,
Ausströmt sein Licht in wunderbarer Pracht,
Verklärend alles rings mit mildem Scheine. — Gleich jenem edlen Steine faß, o Herz,
Der Freude Strahlen eng in dir zusammen,
Die dir in sonnenhellen Tagen flammen,
Als Talismann, droht Sorge dir und Schmerz;
Als Talismann, der trotz des Winters Macht
Dein Leben schmückt mit Lenz und Blütenpracht —"	l00130320	JOY#SADNESS
