	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
4166	Ich harre aus Dorgeel, Heinrich	"Was ist dein Lohn? — Ich frage nicht;
Genug, daß er zum Kampfe mich erkoren!
Und ruft er mich dereinst vor sein Gericht,
Und ward ich nicht zum Kampfe bloß geboren:
Dann, Feldherr, bin vor dir ich nicht verloren."	1.0	0.0	0.0	0.0	0.0	0.0	"Ich harre aus
Dorgeel, Heinrich Wem diene ich? — Ich weiß es nicht,
Ich kenn' ihn nicht, der mich hierher gesendet;
Doch auszuharren, das ist meine Pflicht!
Und wenn sich alles gegen mich auch wendet,
Ich harre aus, bis er die Wache endet. Ich kämpf' wofür? Ich weiß es nicht!
Ihr mögt darum mich einen Söldner schelten.
Doch tief im Herzen eine Stimme spricht:
Es kann nur etwas Großem, Gutem gelten,
Zum Kampfe rief der Schöpfer mich der Welten! Was ist dein Lohn? — Ich frage nicht;
Genug, daß er zum Kampfe mich erkoren!
Und ruft er mich dereinst vor sein Gericht,
Und ward ich nicht zum Kampfe bloß geboren:
Dann, Feldherr, bin vor dir ich nicht verloren."	l00130082	AGITATION
3621	Lützows wilde Jagd Körner, Carl Theodor	"Die wilde Jagd, und die deutsche Jagd,
Auf Henkersblut und Tyrannen! —
Drum, die ihr uns liebt, nicht geweint und geklagt;
Das Land ist ja frei, und der Morgen tagt,
Wenn wir's auch nur sterbend gewannen!
Und von Enkeln zu Enkeln sei's nachgesagt:
Das war Lützow's wilde verwegene Jagd."	0.0	0.0	0.0	0.0	1.0	1.0	"Was glänzt dort vom Walde im Sonnenschein?
Hör's näher und näher brausen.
Es zieht sich herunter in düsteren Reih'n,
Und gellende Hörner schallen darein
Und erfüllen die Seele mit Grausen.
Und wenn ihr die schwarzen Gesellen fragt:
Das ist Lützow's wilde verwegene Jagd. Was zieht dort rasch durch den finstern Wald,
Und streift von Bergen zu Bergen?
Es legt sich in nächtlichen Hinterhalt;
Das Hurrah jauchzt und die Büchse knallt,
Es fallen die fränkischen Schergen.
Und wenn ihr die schwarzen Jäger fragt:
Das ist Lützow's wilde verwegene Jagd. Wo die Reben dort glühen, dort braust der Rhein,
Der Wüthrich geborgen sich meinte;
Da naht es schnell mit Gewitterschein,
Und wirft sich mit rüst'gen Armen hinein,
Und springt an's Ufer der Feinde.
Und wenn ihr die schwarzen Schwimmer fragt:
Das ist Lützow's wilde verwegene Jagd. Was braust dort im Thale die laute Schlacht,
Was schlagen die Schwerter zusammen?
Wildherzige Reiter schlagen die Schlacht,
Und der Funke der Freiheit ist glühend erwacht
Und lodert in blutigen Flammen.
Und wenn ihr die schwarzen Reiter fragt:
Das ist Lützow's wilde verwegene Jagd. Wer scheidet dort röchelnd vom Sonnenlicht
Unter winselnde Feinde gebettet?
Es zuckt der Tod auf dem Angesicht;
Doch die wackern Herzen erzittern nicht,
Das Vaterland ist ja gerettet!
Und wenn ihr die schwarzen Gefallnen fragt:
Das war Lützow's wilde verwegene Jagd. Die wilde Jagd, und die deutsche Jagd,
Auf Henkersblut und Tyrannen! —
Drum, die ihr uns liebt, nicht geweint und geklagt;
Das Land ist ja frei, und der Morgen tagt,
Wenn wir's auch nur sterbend gewannen!
Und von Enkeln zu Enkeln sei's nachgesagt:
Das war Lützow's wilde verwegene Jagd."	l00200057	LOVE#SADNESS
4801	ICH BIN JA NOCH EIN KIND FRANZ WERFEL l00300182	"Bis daß ich erst in jedem Lumpen starb,
In jeder Katz’ und jedem Gaul verreckte,
Und ein Soldat, im Wüstendurst verdarb.
Bis, grauser Sünder ich, das Sakrament weh auf der Zunge schmeckte,
Bis ich den aufgefreßnen Leib aus bitterm Bette streckte,
Nach der Gestalt, die ich verhöhnt umwarb!"	0.0	1.0	0.0	0.0	0.0	1.0	"Nie war ich Seemann, wenn das Öl ausgeht,
Wenn die tausend Wasser die Sonne verhöhnen,
Wenn die Notschüsse dröhnen,
Wenn die Rakete zitternd aufsteht.
Nie warf ich mich, Dich zu versöhnen,
O Herr, aufs Knie zum letzten Weltgebet. Nie war ich ein Kind, zermalmt in den Fabriken
Dieser elenden Zeit, mit Ärmchen, ganz benarbt!
Nie hab’ ich im Asyl gedarbt,
Weiß nicht, wie sich Mütter die Augen aussticken,
Weiß nicht die Qual, wenn Kaiserinnen nicken,
Ihr alle, die ihr starbt, ich weiß nicht, wie ihr starbt! Kenn’ ich die Lampe denn, kenn’ ich den Hut,
Die Luft, den Mond, den Herbst und alles Rauschen
Der Winde, die sich überbauschen,
Ein Antlitz böse oder gut?
Kenn’ ich der Mädchen stolz und falsches Plauschen?
Und weiß ich, ach, wie weh ein Schmeicheln tut? Du aber, Herr, stiegst nieder, auch zu mir.
Und hast die tausendfache Qual gefunden,
Du hast in jedem Weib entbunden,
Und starbst im Kot, in jedem Stück Papier,
In jedem Zirkusseehund wurdest Du geschunden,
Und Hure warst Du manchem Kavalier! O Herr, zerreiße mich!
Was soll dies dumpfe, klägliche Genießen?
Ich bin nicht wert, daß Deine Wunden fließen.
Begnade mich mit Martern, Stich um Stich!
Ich will den Tod der ganzen Welt einschließen.
O Herr, zerreiße mich! Bis daß ich erst in jedem Lumpen starb,
In jeder Katz’ und jedem Gaul verreckte,
Und ein Soldat, im Wüstendurst verdarb.
Bis, grauser Sünder ich, das Sakrament weh auf der Zunge schmeckte,
Bis ich den aufgefreßnen Leib aus bitterm Bette streckte,
Nach der Gestalt, die ich verhöhnt umwarb!"	l00300182	ANGER#SADNESS
857	Trotzkopf Schuster, Friedrich Wilhelm	"Ich hasse, und hasse mit glühender Kraft —
Vor allem die Feinde des Schönen
Und jeden, dem es Freude schafft,
Die Würde des Menschen zu höhnen;
Die hass' ich mit wilder, flammender Glut
Und sag' es mit frohem, offenem Mut:
Ich lasse mich nicht versöhnen."	0.0	1.0	0.0	0.0	1.0	0.0	"Trotzkopf
Schuster, Friedrich Wilhelm Mich hat zu einer eigenen Art
Die Mutter Natur geboren.
So hab' ich mich treu bis heute bewahrt
Zum Trotze den Weisen und Thoren.
Und was sie auch reden hin und her,
Das ändert und wandelt mich nimmermehr;
Ihr Reden ist verloren. Ich liebe im ganzen vollen Sinn
Und bin dem Geliebten ergeben
Mit allem, was ich habe und bin,
Mit meinem Wollen und Streben.
Mein Lieben ist tief und echt und wahr,
Verschmolzen im Innern ganz und gar
Mit meinem eigensten Leben. Ich hasse, und hasse mit glühender Kraft —
Vor allem die Feinde des Schönen
Und jeden, dem es Freude schafft,
Die Würde des Menschen zu höhnen;
Die hass' ich mit wilder, flammender Glut
Und sag' es mit frohem, offenem Mut:
Ich lasse mich nicht versöhnen."	l00130447	ANGER#LOVE
4913	Im Eisenhammer Marx, Friedrich	"Ist's auf dem Thron der Unterwelt
Fürst Pluto, ist's der Böse?
Hu, wie das zischt und pfeift und gellt,
Auf dass ein Fluch sich löse!
O komm, des Wassers Segensmacht,
Wie himmlisches Verzeihen,
Aus dieser Hölle Feuerschacht
Die Geister zu befreien!"	0.0	0.0	1.0	0.0	0.0	0.0	"Im Eisenhammer
Marx, Friedrich Ein Knabe war ich, wild und froh,
Entflohn der dunklen Kammer,
Da ging's im sausenden Halloh
Hinab zum Eisenhammer.
Die Sterne leuchteten zu schön
Noch über Alpenjochen,
Das Thal erfüllte mit Gedröhn
Der Hämmer dumpfes Pochen. Da stand ich in der Öfen Schein,
Blaugelbe Höllen flammten;
Die Bälge schnaubten, stöhnten drein,
Wie Ächzen der Verdammten.
Gigantisch an der Bretterwand
Der Hütte war, o Grauen,
Im hellen Schein, der kam und schwand,
Ein Schattenbild zu schauen! Ist's auf dem Thron der Unterwelt
Fürst Pluto, ist's der Böse?
Hu, wie das zischt und pfeift und gellt,
Auf dass ein Fluch sich löse!
O komm, des Wassers Segensmacht,
Wie himmlisches Verzeihen,
Aus dieser Hölle Feuerschacht
Die Geister zu befreien!"	l00160218	FEAR
2746	Nachtleben Förster, Marie	"Als blieb von Lenz und Glück und Licht
Allein er unbewegt,
Als würde seine Seele nicht
Zu Lieb' und Lust erregt."	0.0	0.0	0.0	1.0	1.0	0.0	"Nachtleben
Förster, Marie Viel Blumen sehn ins Tageslicht,
So traumesstill hinein,
Als rührte sie der Frühling nicht
Mit seinem Sonnenschein. Doch in der Nacht erwachen sie,
Die Seele strömt hinaus,
Haucht ihre eigne Poesie
In holden Düften aus. Und kündet in dem linden Hauch,
Daß sie den Lenz verstand,
Daß sie das lichte Leben auch
Still liebte und empfand. So wandelt schöne Tage lang
Der Dichter wie im Traum,
Als hörte er des Lebens Klang,
Die tausend Stimmen kaum, Als blieb von Lenz und Glück und Licht
Allein er unbewegt,
Als würde seine Seele nicht
Zu Lieb' und Lust erregt."	l0020043	JOY#LOVE
924	Sonst und jetzt Rau, Heribert	"Doch ist mir Eins geblieben:
Ein Herz voll Glut,
Ein Geist voll Licht und Wärme,
Und Lebensmut!
Drum laßt die grauen Haare;
Was liegt daran!
Im Haar nicht ... in dem Herzen,
Da wohnt der Mann!"	1.0	0.0	0.0	0.0	0.0	0.0	"Sonst und jetzt
Rau, Heribert Einst sah mein junges Auge
Dem Falken gleich;
Da war mein Haar noch dunkel
Und lockenreich;
Da kannt' ich keine Sorgen
Und keinen Gram,
Bis in dem Sturm der Zeiten
Das Alter kam. Jetzt ist das Haar mir silbern
Und dünn und licht;
Dem sonst so scharfen Auge
Die Kraft gebricht.
Des Lebens rauhe Stürme,
So eisig kalt,
Sie machten mürb den Körper
Und müd und alt. Doch ist mir Eins geblieben:
Ein Herz voll Glut,
Ein Geist voll Licht und Wärme,
Und Lebensmut!
Drum laßt die grauen Haare;
Was liegt daran!
Im Haar nicht ... in dem Herzen,
Da wohnt der Mann!"	l00130252	AGITATION
3867	Spruch Jensen, Wilhelm l00160172	"Immer das Kommende sinnet der Mensch: in die herbstliche Stoppel,
Kaum von den Ähren noch leer, senkt er den Pflug für die Saat.
Dass er geerntet und dass er zu ernten erhofft, es verknüpft ihm
Morgen und Abend, und so schwindet der Mittag ihm hin."	0.0	0.0	0.0	1.0	0.0	0.0	"Spruch
Jensen, Wilhelm Immer das Kommende sinnet der Mensch: in die herbstliche Stoppel,
Kaum von den Ähren noch leer, senkt er den Pflug für die Saat.
Dass er geerntet und dass er zu ernten erhofft, es verknüpft ihm
Morgen und Abend, und so schwindet der Mittag ihm hin."	l00160172	JOY
6218	Solamen Freytag, Philipp	"Doch als ich, schwer getroffen,
Ins Knie danieder sank,
Ward Ohr und Herze offen
Für jenes Trostes Klang."	0.0	0.0	0.0	1.0	0.0	1.0	"Solamen
Freytag, Philipp Man pflegt zumeist im Leben
Nur sehr geringen Wert
Dem alten Spruch zu geben,
Der also uns gelehrt: Es diene den Elenden
Zum Troste allezeit,
Daß sie die Blicke wenden
Auf andrer Menschen Leid. Ich selber hielt zu jenen,
Die solchen Trost verlacht,
Als mir noch keine Thränen
Das Schicksal hatt' gebracht. Doch als ich, schwer getroffen,
Ins Knie danieder sank,
Ward Ohr und Herze offen
Für jenes Trostes Klang."	l00130114	JOY#SADNESS
3435	Und doch, obwohl ein jeder von sich strebt Rilke, Rainer Maria [alt. Rilke, Rainer-Maria]	"Und doch, obwohl ein jeder von sich strebt
wie aus dem Kerker, der ihn haßt und hält, —
es ist ein großes Wunder in der Welt:
ich fühle: alles Leben wird gelebt."	0.0	1.0	0.0	0.0	0.0	0.0	"Und doch, obwohl ein jeder von sich strebt
Rilke, Rainer Maria [alt. Rilke, Rainer-Maria] Und doch, obwohl ein jeder von sich strebt
wie aus dem Kerker, der ihn haßt und hält, —
es ist ein großes Wunder in der Welt:
ich fühle: alles Leben wird gelebt."	l00180130	ANGER
677	DIE LEIDENSCHAFTLICHEN FRANZ WERFEL l00300266	"Es werden ruhen, Gott, in deinen Tiefen
Nicht die allein, die deinen Namen riefen,
Nein alle, die in den Nächten nicht schliefen!
Die am Morgen ihr Herz mit beiden Händen häuften
Wie Flamme, und liefen
Tiefatmend, blind, in unbekannten Läuften.
Ein Küsten-Wind zuckt in Selbstmörderbriefen.
Die Knaben haben Meere nicht verstanden,
So brannten sie sich ab in Hieroglyphen.
Nun knarrt ein Rost-Schild an den schiefen
Eisernen Kreuzen der Konfirmanden.
Wie sehr wir hier sind, sind wir dort vorhanden –
Die hier unruheten aus deinen Tiefen,
Sie werden ruhen dort in deinen Tiefen."	1.0	0.0	0.0	0.0	0.0	0.0	"DIE LEIDENSCHAFTLICHEN Mein Gott, es werden sein zu deiner Rechten
Nicht die Wahrhaftigen allein und die Gerechten!
Nein alle, die in dreizehn Dezembernächten
Vor einem Fenster standen. Und Frauen, die sich rächten
Mit Vitriol und dann im Gerichtssaal ergrauten,
Die Eifersüchtigen all, die ihr Blut stauten,
In Droschken weinten, in Sälen sich erfrechten!
Die durchgefallnen tiefen Atmer,
Sänger, die mit bezechten
Gliedern dem Tod sich in die Grube schmissen,
Sie werden sein zu dir emporgerissen,
Und werden sitzen, Gott, zu deiner Rechten! Es werden wandeln in deinen Gärten
Nicht nur die Demütigen und Beschwerten,
Nein alle, die leuchteten und verehrten!
Mädchen, die in Konzerten erkrankten,
Weil ihre Wangen zu bleich sich verklärten,
Blicke aus Augen, die dankten –
Wahre Augen-Blicke zu nimmer verzehrten
Dauern aus Zeit in deine Zeiten gehoben,
Werden sie lodern weiter und loben,
Leichte Feuer wandelnd in deinen Gärten! Es werden ruhen, Gott, in deinen Tiefen
Nicht die allein, die deinen Namen riefen,
Nein alle, die in den Nächten nicht schliefen!
Die am Morgen ihr Herz mit beiden Händen häuften
Wie Flamme, und liefen
Tiefatmend, blind, in unbekannten Läuften.
Ein Küsten-Wind zuckt in Selbstmörderbriefen.
Die Knaben haben Meere nicht verstanden,
So brannten sie sich ab in Hieroglyphen.
Nun knarrt ein Rost-Schild an den schiefen
Eisernen Kreuzen der Konfirmanden.
Wie sehr wir hier sind, sind wir dort vorhanden –
Die hier unruheten aus deinen Tiefen,
Sie werden ruhen dort in deinen Tiefen."	l00300266	AGITATION
